0,0,1624754318861,0,0,0,0,3,3,0
1,0,1624754321863,0,0,0,0,3,3,0
2,2,1624754324864,100,1,1,1,3,3,4
3,3,1624754327864,100,1,1,1,3,3,9
4,5,1624754330864,40,0.5,0.6,0.5454545454545454,3,3,23
5,6,1624754333865,66.66666666666667,0.8333333333333334,0.7692307692307693,0.7368421052631579,3,3,34
6,7,1624754336866,42.857142857142854,0.75,0.8333333333333334,0.7241379310344828,3,3,47
7,8,1624754339867,62.5,0.8214285714285714,0.8518518518518519,0.7692307692307693,3,3,60
8,9,1624754342869,77.77777777777777,0.8888888888888888,0.9411764705882353,0.8775510204081632,3,3,73
9,10,1624754345870,100,0.8888888888888888,0.8205128205128205,0.8035714285714286,3,3,92
10,11,1624754348872,63.63636363636363,0.68,0.918918918918919,0.7397260273972602,3,3,113
11,12,1624754351875,100,0.890625,0.9661016949152542,0.898876404494382,3,3,132
12,13,1624754354873,100,0.8783783783783784,1,0.9108910891089109,3,3,147
13,14,1624754357876,92.85714285714286,0.8777777777777778,1,0.907563025210084,3,3,168
14,15,1624754360880,93.33333333333333,0.8773584905660378,1,0.9057971014492754,3,3,191
15,16,1624754363881,100,0.9150943396226415,0.941747572815534,0.8979591836734694,3,3,212
16,16,1624754366884,93.75,0.6886792452830188,1,0.7755102040816326,3,3,212
17,16,1624754369887,100,1,1,1,3,3,212
18,16,1624754372893,100,1,1,1,3,3,212
19,16,1624754375890,100,1,1,1,3,3,212
20,16,1624754378893,100,1,1,1,3,3,212
21,16,1624754381895,100,1,1,1,3,3,212
22,16,1624754384897,100,1,1,1,3,3,212
23,16,1624754387898,100,1,1,1,3,3,212
24,16,1624754390899,100,1,1,1,3,3,212
25,16,1624754393905,100,1,1,1,3,3,212
26,16,1624754396901,100,1,1,1,3,3,212
27,16,1624754399904,100,1,1,1,3,3,212
28,16,1624754402905,100,1,1,1,3,3,212
29,16,1624754405908,100,1,1,1,3,3,212
30,16,1624754408910,100,1,1,1,3,3,212
31,16,1624754411911,100,1,1,1,3,3,212
32,16,1624754414917,100,1,1,1,3,3,212
33,16,1624754417912,100,1,1,1,3,3,212
34,16,1624754420918,100,1,1,1,3,3,212
35,16,1624754423917,100,1,1,1,3,3,212
36,16,1624754426920,100,1,1,1,3,3,212
37,16,1624754429921,100,1,1,1,3,3,212
38,16,1624754432923,100,1,1,1,3,3,212
39,16,1624754435924,100,1,1,1,3,3,212
40,16,1624754438927,100,1,1,1,3,3,212
41,16,1624754441930,100,1,1,1,3,3,212
42,16,1624754444928,100,1,1,1,3,3,212
43,16,1624754447931,100,1,1,1,3,3,212
44,16,1624754450932,100,1,1,1,3,3,212
45,16,1624754453933,100,1,1,1,3,3,212
46,16,1624754456932,100,1,1,1,3,3,212
47,16,1624754459935,100,1,1,1,3,3,212
48,16,1624754462936,100,1,1,1,3,3,212
49,16,1624754465939,100,1,1,1,3,3,212
50,16,1624754468940,100,1,1,1,3,3,212
51,16,1624754471940,100,1,1,1,3,3,212
52,16,1624754474942,100,1,1,1,3,3,212
53,16,1624754477944,100,1,1,1,3,3,212
54,16,1624754480947,100,1,1,1,3,3,212
55,16,1624754483949,100,1,1,1,3,3,212
56,16,1624754486950,100,1,1,1,3,3,212
57,16,1624754489952,100,1,1,1,3,3,212
58,16,1624754492953,100,1,1,1,3,3,212
59,16,1624754495955,100,1,1,1,3,3,212
60,16,1624754498956,100,1,1,1,3,3,212
61,16,1624754501956,100,1,1,1,3,3,212
62,16,1624754504960,100,1,1,1,3,3,212
63,16,1624754507960,100,1,1,1,3,3,212
64,16,1624754510963,100,1,1,1,3,3,212
65,16,1624754513964,100,1,1,1,3,3,212
66,16,1624754516966,100,1,1,1,3,3,212
67,16,1624754519968,100,1,1,1,3,3,212
68,16,1624754522968,100,1,1,1,3,3,212
69,16,1624754525968,100,1,1,1,3,3,212
70,16,1624754528971,100,1,1,1,3,3,212
71,16,1624754531973,100,1,1,1,3,3,212
72,16,1624754534972,100,1,1,1,3,3,212
73,16,1624754537972,100,1,1,1,3,3,212
74,16,1624754540972,100,1,1,1,3,3,212
75,16,1624754543975,100,1,1,1,3,3,212
76,16,1624754546976,100,1,1,1,3,3,212
77,16,1624754549979,100,1,1,1,3,3,212
78,16,1624754552980,100,1,1,1,3,3,212
79,16,1624754555983,100,1,1,1,3,3,212
80,16,1624754558984,100,1,1,1,3,3,212
